name,chinese,english
sample_00002511,在视频中，画面显示一位女士站在一个明亮的室内环境中，背景中有窗户，透过窗户可以看到模糊的户外景象。在视频开头，她眉头紧皱，双眼瞪大直视对方，嘴巴略微张开，面部表情显得有些愤怒。在接下来的画面中，她的眼神开始往下看，像是在思考或者回忆着一些事情。在视频中间位置，她在说话过程中伴随着头部的运动，这种肢体动作往往伴随着强调的意味。综合这些线索，我们可以推测这段视频中的女士可能正在经历一场激烈的对话或争执。；在音频中，角色语气比较激动且带着指责的意味。在语音结尾处，角色音量降低，似乎带着哭腔说话，能感受到角色非常的委屈。；在文本中，字幕内容：“还在我面前跟我装是医生跟病人家属的关系，你为什么要骗我，你打算骗我到什么时候。” 这句话表达了女士的愤怒和指责。根据视频线索中女士愤怒的面部表情和眼神直视对方的动作，以及音频线索中角色激动的语气和带着哭腔说话的委屈感，我们可以推断女士在这段视频中正在与对方进行激烈的对话或争执，并对对方的行为感到愤怒和失望。；,"In the video, the scene shows a woman standing in a bright indoor environment with windows in the background. Through the windows, blurry outdoor scenery can be seen. At the beginning of the video, she frowns, widens her eyes, stares directly at the other person, slightly opens her mouth, and her facial expression appears somewhat angry. In the following scenes, her gaze starts to look downwards, as if she is thinking or recalling something. In the middle of the video, she accompanies her speech with head movements, which often indicate emphasis. Taking these clues together, we can infer that the woman in this video is possibly going through an intense conversation or argument. In the audio, the character's tone is more excited and carries a sense of accusation. Towards the end of the speech, the character's volume lowers, seemingly speaking with a sob, and one can feel the character's deep sense of grievance. In the text, the subtitle reads: ""You are still pretending to be a doctor and a patient's family member in front of me. Why did you deceive me? How long do you plan to deceive me?"" This sentence expresses the woman's anger and accusation. Based on the angry facial expression and direct eye contact in the video clues, as well as the character's excited tone and the sense of grievance in the sobbing speech in the audio clues, we can infer that the woman in this video is engaged in a heated conversation or argument with the other person and feels angry and disappointed by their actions."
sample_00002514,在视频中，画面显示一个中年男性角色，场景是室外。在视频开头，他皱着眉头，嘴角略微下垂，面部表情严肃，这表明他在经历着一段不愉快的对话。在视频结尾处，他在说话过程中仰起头，给人一种居高临下的压迫感，说明对话过程比较紧张。；在音频中，语气严肃。结合文本内容，有一种警告对方的意味。；在文本中，字幕内容：“不管你过去，跟张薇发生过什么。” 这句话可能是中年男性角色对某人的警告或者威胁。根据视频线索中男性角色严肃的面部表情和音频线索中严肃的语气，以及视频结尾处男性角色仰起头给人一种居高临下的压迫感，我们可以推断这句话带有一种严厉和威胁的语气。因此，这句话可能是男性角色在警告或者威胁对方，与他整体展现的严肃情绪相符合。；,"Input: In the video, the screen shows a middle-aged male character in an outdoor setting. At the beginning of the video, he frowns with slightly downturned corners of his mouth, and his facial expression is serious, indicating that he is going through an unpleasant conversation. At the end of the video, he tilts his head back while speaking, giving a sense of superiority and pressure, indicating that the conversation is tense. In the audio, the tone is serious. Combined with the text content, it implies a warning to the other person. The subtitle in the text says, ""No matter what happened between you and Zhang Wei in the past."" This sentence may be a warning or threat from the middle-aged male character to someone. Based on the serious facial expression of the male character in the video clues and the serious tone in the audio clues, as well as the sense of superiority and pressure conveyed when the male character tilts his head back at the end of the video, we can infer that this sentence carries a stern and threatening tone. Therefore, this sentence is likely the male character warning or threatening the other person, consistent with his overall serious demeanor."
sample_00002518,在视频中，画面显示一位女性，她的发型整齐，耳环和服装看起来考究，背景是色彩斑斓的图案，可能表明她处在一个正式场合。在视频中，她眼睛含着泪光，显得有些悲伤。她嘴部运动着，面向一个落地麦克风，似乎在一个正式场合进行着演讲。她目光没有具体焦点，似乎在思考或者回忆着一些事情。她的嘴角微微上扬，但感觉是一种礼貌性的微笑，并不是发自内心的喜悦。；在音频中，语速较慢，中间停顿较长。；在文本中，字幕内容：“倘若他在的话，一定会支持我的。” 这句话可能是女性在演讲中说的。根据视频线索中女性整齐的发型、考究的服装以及色彩斑斓的背景，可以推测她处在一个正式场合，可能是一个重要的场合或者是一个对她来说有一定意义的场合。女性眼睛含着泪光，表现出悲伤的情绪，同时她的嘴角微微上扬，但是感觉是一种礼貌性的微笑，不是发自内心的喜悦。根据音频线索中描述的语速较慢、中间停顿较长，可以推测女性在演讲中的语气较为沉重或者是在表达一种思考和回忆的情绪。因此，这句话可能是女性在演讲中表达对某人的期望和支持，同时也带有一种对过去的回忆和思考的情绪。；,"In the video, the screen shows a woman with neatly styled hair, and her earrings and clothing appear refined. The background features colorful patterns, indicating that she is in a formal setting. In the video, her eyes are filled with tears, suggesting a sense of sadness. Her mouth is moving, facing a standing microphone, indicating that she is giving a speech in a formal setting. Her gaze lacks a specific focus, indicating that she may be contemplating or reminiscing about something. The corners of her mouth are slightly upturned, but it feels like a polite smile rather than genuine joy. In the audio, the pace is slow with long pauses in between. In the text, the subtitle reads, ""If he were here, he would definitely support me."" This sentence is likely spoken by the woman during her speech. Based on the visual clues of the woman's neatly styled hair, refined clothing, and colorful background, it can be inferred that she is in a formal setting, possibly an important or meaningful occasion for her. The woman's teary eyes convey a sense of sadness, while the slight upturn of her mouth suggests a polite smile rather than genuine joy. Based on the audio clue of a slow pace and long pauses, it can be inferred that the woman's tone in her speech is heavy or expressing a contemplative and reminiscent emotion. Therefore, this sentence is likely the woman expressing her expectations and support for someone during her speech, while also carrying a sense of reminiscence and contemplation about the past."
sample_00002536,在视频中，画面显示一个女性角色，环境看起来像是一个室内的晚上场景，背景中有一盏台灯，营造出一种温馨舒适的氛围。在视频中，她嘴角上扬，面带微笑，眼神温和，这表明她感到快乐或满意。整体上，她在进行着一段轻松且愉快的对话。；在音频中，声音温和，最后“呢”字语调上扬，有一种俏皮和调侃的感觉。整体上，角色的心情比较愉快。；在文本中，字幕内容：“我知道，新娘子过门了，怎么还能叫叔叔呢，是吧，爸爸。” 这句话可能是女性角色对旁边人的一种调侃或开玩笑的回应。根据视频线索中女性角色的嘴角上扬、面带微笑、眼神温和的表情，以及音频线索中角色声音温和、语调上扬的描述，我们可以推断这句话带有一种俏皮和调侃的语气。女性角色整体展现出愉快的心情，与字幕内容中的调侃回应相符合。；,"In the video, the screen shows a female character in what appears to be an indoor night scene. There is a desk lamp in the background, creating a warm and cozy atmosphere. In the video, she has a slight smile on her face and gentle eyes, indicating that she is happy or satisfied. Overall, she is engaged in a relaxed and pleasant conversation. In the audio, the voice is gentle, and the tone of the word ""ne"" at the end rises, giving a playful and teasing feeling. Overall, the character's mood is quite happy. In the text, the subtitle says, ""I know, the bride has entered the door, how can you still call me uncle, right, dad?"" This sentence may be a sarcastic or joking response from the female character to someone nearby. Based on the video clues of the female character's smiling face and gentle eyes, as well as the audio clue of the character's gentle voice and rising tone, we can infer that this sentence has a playful and teasing tone. The female character overall displays a happy mood, which matches the sarcastic response in the subtitle."
sample_00002544,在视频中，画面显示一个女性角色。在视频开头，她嘴巴张开，目光盯着对方，面部表情并不正向，应该是在和右侧一个不在画面中的人物进行着对话。她在说话过程中伴随着头部前倾，同时她的头部左右摆动着，这种动作往往伴随着强调的意味。同时，她嘴部运动幅度较大，她可能在高声说话或是在表达某种强烈的情感。在视频中间靠后位置，她眼睛微眯，似乎看透了对方，这种眼神可能表达怀疑或者不信任的情感。；在音频中，角色语气比较激动，结合文本内容，能感受到角色对对方的指责。；在文本中，字幕内容：“那你现在那位极品婆婆，都已经说了，你为了离婚，跟你爸串通起来，来骗他们家的财产。” 这句话表达了对对方的指责和负面评价。根据视频线索中女性角色的面部表情和动作，以及音频线索中角色语气激动，我们可以推断这句话带有一种愤怒或者愤慨的情感。女性角色的眼神也表达了怀疑或者不信任的情感，进一步支持了这种负面情绪的推断。；,"Input: In the video, the screen shows a female character. At the beginning of the video, her mouth opens and her gaze is fixed on someone off-screen. Her facial expression is not positive, indicating that she is having a conversation with someone on her right side who is not in the frame. As she speaks, she tilts her head forward and swings it from side to side, which often indicates emphasis. Additionally, her mouth movements are large, suggesting that she may be speaking loudly or expressing strong emotions. In the middle of the video, her eyes narrow, as if she sees through the other person, which could express doubt or mistrust. In the audio, the character's tone is quite excited, and combined with the text content, it can be felt that the character is accusing the other person. In the text, the subtitle reads: ""So your current terrible mother-in-law has already said that you conspired with your father to deceive their family property for the sake of divorce."" This sentence expresses blame and negative evaluation towards the other person. Based on the facial expressions and actions of the female character in the video, as well as the excited tone of the character in the audio, we can infer that this sentence carries a sense of anger or indignation. The female character's gaze also expresses doubt or mistrust, further supporting this inference of negative emotions."
sample_00002550,在视频中，画面显示一位女士，根据背景中的墙面瓷砖推测，场景应该是室内。在开头的画面中，她脖子处的肌肉很明显，说明她说话比较用力，情绪比较激动。她仰着头，皱着眉头，嘴角下垂，说明情绪比较负面。在接下来的画面中，她目光聚集在旁边的人身上，说话过程中伴随着头部前倾，这种动作带着强调的意味。在视频结尾处，她多了一些肢体语言，如用手指指着旁边的人，这种行为往往伴随着指责的意味。；在音频中，语气中带着责怪的意味，表达了角色的不满，情绪比较激动。；在文本中，字幕内容：“你是给自己找媳妇呢？对你冷，对儿子热不就行了。” 这句话可能是女士对旁边人的一种责备或批评。根据视频线索中女士表现出的情绪负面、激动的特征，如脖子肌肉明显、仰头、皱眉、嘴角下垂，以及肢体语言中的指责行为，以及音频线索中带有责怪的语气，我们可以推断这句话带有一种不满和批评的情绪。女士可能对旁边的人的行为或态度感到不满，认为他在对待自己和儿子的态度上存在不公平或偏袒。；,"In the video, the screen shows a woman. Judging from the background wall tiles, the scene should be indoors. In the opening shot, the muscles in her neck are obvious, indicating that she is speaking with force and is emotionally excited. She tilts her head back, furrows her brow, and droops the corners of her mouth, indicating a negative emotion. In the following shots, her gaze is focused on the person next to her, and she leans forward while speaking, which carries an emphasis. At the end of the video, she uses some body language, such as pointing at the person next to her, which often implies blame. In the audio, there is a tone of blame, expressing the character's dissatisfaction and emotional excitement. In the text, the subtitle says, ""Are you looking for a wife for yourself? You are cold to me, but warm to your son."" This sentence may be a reproach or criticism from the woman to the person next to her. Based on the negative and excited emotions displayed by the woman in the video, such as the obvious muscles in her neck, tilting her head back, furrowing her brow, and drooping the corners of her mouth, as well as the accusatory behavior in her body language and the blaming tone in the audio, we can infer that this sentence carries a sense of dissatisfaction and criticism. The woman may be dissatisfied with the behavior or attitude of the person next to her, believing that he is being unfair or biased in his treatment towards her and her son."
sample_00002563,在视频中，画面显示一位男性在商店内。在视频开头，他皱着眉头，有明显的抬头纹，面部表情比较负面。他的目光直视前方，嘴巴微张，他可能正在同别人进行一些严肃的交流。在说话的过程中，他的手指着对方，暗示他的情绪比较激动。在接下来的画面中，他的表情显得更为夸张，嘴巴张的很大，头上下摆动，这表明可能是在与对方的谈话中他的负面情绪变得激烈起来，似乎在和对方发生着争吵。；在音频中，角色语气激动。结合文本内容，能感受到角色非常生气，并且无法理解对方的行为。；在文本中，字幕内容：“跟这种老板娘混有啥意思呀？” 这句话可能是男性对某人或某种情况的评价或反应。根据视频线索中男性的负面表情、激动的手势以及夸张的表情，以及音频线索中描述的角色语气激动、生气和无法理解对方行为，我们可以推断这句话带有一种愤怒和不满的情绪。男性可能对某位女老板的行为或态度感到不满，并且认为与她打交道没有意义。；,"In the video, the screen shows a man inside a store. At the beginning of the video, he frowns with obvious forehead wrinkles, and his facial expression is quite negative. His gaze is straight ahead, with his mouth slightly open, indicating that he may be engaged in a serious conversation with someone. During the conversation, he points his finger at the other person, suggesting that he is quite emotional. In the following scenes, his expression becomes more exaggerated, with his mouth wide open and his head shaking up and down, indicating that his negative emotions have intensified during the conversation, and it seems like he is arguing with the other person. In the audio, the character's tone is excited. Combined with the text content, it can be felt that the character is very angry and unable to understand the other person's behavior. In the text, the subtitle says, ""What's the point of hanging out with this kind of boss lady?"" This sentence may be the man's evaluation or reaction to someone or a certain situation. Based on the negative expression, excited gestures, and exaggerated expressions of the man in the video clues, as well as the description of the character's excited, angry, and inability to understand the other person's behavior in the audio clues, we can infer that this sentence carries a sense of anger and dissatisfaction. The man may be unhappy with the behavior or attitude of a female boss and believes that dealing with her is meaningless."
sample_00002565,在视频中，画面显示一位男性角色身穿黑色上衣，背景是一个室内环境，装饰豪华，桌子上有金色的奖杯小金人。在视频中，他的目光直视桌子上豪华的装饰品，表情中透露出一种专注或者惊讶的情绪。他的头上下浮动但是眼睛却一直盯着前方，可以推断出他可能在仔细的端详着什么东西。他嘴巴微张，似乎在说话或者做出反应。；在音频中，角色语速较快，似乎比较激动。；在文本中，字幕内容：“你要不说，我都不知道咱得过呀。” 这句话可能是男性角色对某件事情的回应或者评论。根据视频线索中男性角色的表情和动作，他专注地盯着桌子上的装饰品，表现出一种惊讶或者专注的情绪。同时，根据音频线索中角色语速较快、似乎比较激动的描述，可以推断这句话可能带有一种惊讶或者兴奋的语气。因此，这句话可能是男性角色对桌子上的装饰品或者某个意外的发现感到惊讶，并且表示自己之前并不知道这个事情。；,"In the video, the screen shows a male character wearing a black shirt, with a luxurious indoor environment as the background. There is a golden trophy figurine on the table. In the video, his gaze is fixed on the luxurious decoration on the table, with an expression that reveals a sense of focus or surprise. His head moves up and down, but his eyes remain fixed ahead, suggesting that he may be carefully examining something. His mouth is slightly open, as if speaking or reacting. In the audio, the character speaks at a fast pace, seemingly excited. In the text, the subtitle says, ""If you didn't say it, I wouldn't have known we won."" This sentence may be the male character's response or comment on something. Based on the facial expressions and actions of the male character in the video, he is focused on the decoration on the table, showing a sense of surprise or concentration. At the same time, based on the description in the audio of the character speaking at a fast pace and seeming excited, it can be inferred that this sentence may be said with a tone of surprise or excitement. Therefore, this sentence may indicate that the male character is surprised by the decoration on the table or some unexpected discovery, and expresses that he was not aware of this before."
sample_00002666,在视频中，画面显示一位男性角色。在视频开头，他抬起头，目光看向对方，同时眉毛微微挑起，眼睛睁的比较大，面部表情显示出一种惊讶和疑惑的情绪。在接下来的画面中，他嘴巴张开，似乎在回应或询问某件事情。；在音频中，带着疑问的语气，感觉角色的情感状态是比较惊讶的。；在文本中，字幕内容：“什么？你爸爸是林泰。” 这句话可能是男性角色对对方的回应或者询问。根据视频线索中男性角色的面部表情显示出的惊讶和疑惑的情绪，以及音频线索中描述的带有疑问的语气和惊讶的情感状态，我们可以推断这句话是男性角色对于对方所说的信息感到惊讶和疑惑，他可能没有预料到对方的父亲是林泰，因此表现出了惊讶的情绪。；,"In the video, the screen shows a male character. At the beginning of the video, he lifts his head, looks at the other person, and raises his eyebrows slightly. His eyes are wide open, and his facial expression shows surprise and confusion. In the following scenes, he opens his mouth, seemingly responding or asking about something. In the audio, with a questioning tone, it feels like the character's emotional state is quite surprised. In the text, the subtitle says, ""What? Your father is Lin Tai."" This sentence may be the male character's response or inquiry to the other person. Based on the surprise and confusion shown in the male character's facial expression in the video clues, as well as the description of a questioning tone and surprised emotional state in the audio clues, we can infer that the male character is surprised and confused by the information mentioned by the other person. He may not have expected that the other person's father is Lin Tai, hence showing a surprised emotion."
sample_00002682,在视频中，画面显示一位女性角色，场景应该是室内。在视频开头，她的目光往下看，皱着眉头，面部表情比较负面。她脖子处的肌肉明显，说明她的面部肌肉是紧绷的。在接下来的画面中，她的眼神直视着对话者，眼睛瞪得很大，显示出她在寻求对方的解释或回应。整体上，她在进行着一段比较负面的对话，角色具体的情感状态需要结合额外的上下文信息。；在音频中，声音较低。结合文本内容，角色好像在质问什么，表达了对对方态度的不满或者困惑。；在文本中，字幕内容：“你这是什么态度啊？” 这句话可能是女性角色对对话者的质问或者抱怨。根据视频线索中女性角色的负面表情、紧绷的面部肌肉以及眼神的瞪大，可以推断她在对话中感到不满或者困惑。此外，音频线索中描述的声音较低也暗示了她的不满情绪。因此，这句话表达了女性角色对对话者态度的不满或者困惑。；,"In the video, the screen shows a female character, and the scene should be indoors. At the beginning of the video, she looks down with a frown, and her facial expression is quite negative. The muscles in her neck are obvious, indicating that her facial muscles are tense. In the following scenes, she looks directly at the interlocutor, with her eyes wide open, showing that she is seeking an explanation or response from the other person. Overall, she is engaged in a rather negative conversation, and the specific emotional state of the character needs to be combined with additional contextual information. In the audio, the voice is low. Combined with the text content, it seems that the character is questioning something, expressing dissatisfaction or confusion towards the other person. In the text, the subtitle says, ""What's your attitude?"" This sentence may be the female character's questioning or complaint to the interlocutor. Based on the negative expression, tense facial muscles, and wide-eyed gaze of the female character in the video clues, it can be inferred that she feels dissatisfied or confused in the conversation. In addition, the description of a low voice in the audio clue also implies her dissatisfaction. Therefore, this sentence expresses the female character's dissatisfaction or confusion towards the interlocutor's attitude."
sample_00002684,在视频中，画面显示一个男性角色。在视频开头，他的目光往下，微微皱着眉头，似乎在回忆着一些的事情。在接下来的画面中，他的表情有了变化。他的嘴角上扬，露出了微笑，眼神中带着温柔，这种表情的变化可能意味着他的情绪有所缓解。；在音频中，角色语气平和且温柔，背景音乐温和舒缓，能够分辨出人物的情感是正面的。；在文本中，字幕内容：“都用奇怪的眼光看着我，以为我们两个人之间有什么关系。那天我不停地给你递纸巾，你对我说谢谢，好记得吗？” 这段对话可能是男性角色回忆起过去的一段经历，并向对方询问是否还记得。根据视频线索中男性角色的表情变化，从皱眉到微笑和温柔的眼神，以及音频线索中角色语气平和且温柔的描述，我们可以推断男性角色在回忆这段经历时感到愉快和温暖。这段对话中的回忆可能是男性角色与对方之间的一次亲密互动，而男性角色的情感状态是积极的。；,"Input: In the video, the screen shows a male character. At the beginning of the video, his gaze is downward, with a slight frown, seemingly recalling something. In the following scenes, his expression changes. The corners of his mouth lift up, revealing a smile, and his eyes carry tenderness. This change in expression may indicate a relief in his emotions. In the audio, the character's tone is calm and gentle, and the background music is soothing, allowing us to discern that the character's emotions are positive. In the text, the subtitle reads: ""Everyone looked at me with strange eyes, thinking there was something between us. That day, I kept handing you tissues, and you said thank you to me. Do you remember?"" This dialogue may be the male character recalling a past experience and asking the other person if they still remember. Based on the male character's facial expression changes from frowning to smiling and the gentle tone described in the audio, we can infer that the male character feels happy and warm when recalling this experience. The memory in this dialogue may be an intimate interaction between the male character and the other person, and the male character's emotional state is positive."
sample_00002709,在视频中，画面显示一个戴着眼镜的女士穿着白色的医生服装，站在一个看起来像是医院或诊所的室内环境中。在视频中，她面部表情比较严肃。她嘴巴运动着，目光左右扫过，似乎她周围站着至少两个人，她在进行着一段严肃的对话。；在音频中，语速较快，同时带有责备和批评的语气，可以推测人物的情感状态是愤怒，并且对别人的行为的不满。；在文本中，字幕内容：“我能不生气吗？你们是实习医生，成天不好好学习，每天都在打听这些八卦。” 这句话表达了女士的不满和愤怒情绪。根据视频线索中女士严肃的面部表情和嘴巴的运动，以及音频线索中语速较快、带有责备和批评的语气，我们可以推断女士在进行一段严肃的对话，并对实习医生们不好好学习、只关心八卦感到愤怒和不满。；,"In the video, the screen shows a woman wearing glasses and white doctor's clothing, standing in an indoor environment that appears to be a hospital or clinic. In the video, her facial expression is serious. Her mouth is moving, and her gaze scans left and right. It seems that there are at least two people standing around her, and she is engaged in a serious conversation. In the audio, the speech is fast-paced and carries a tone of blame and criticism. It can be inferred that the person's emotional state is anger and dissatisfaction with the behavior of others. In the text, the subtitle reads: ""Can I not be angry? You are interns, not studying properly, and always gossiping."" This sentence expresses the woman's dissatisfaction and anger. Based on the serious facial expression and mouth movement of the woman in the video, as well as the fast-paced audio with a tone of blame and criticism, we can infer that the woman is engaged in a serious conversation and is angry and dissatisfied with the interns not studying properly and only caring about gossip."
sample_00002758,在视频中，画面显示一位年轻女性，场景是室内。在视频中，她微微皱着眉头，面部表情比较负面。她嘴巴微微运动着，似乎在和右侧一个不在画面中的人物对话。具体的情感需要结合额外的上下文进行分析。；在音频中，音调低沉而缓慢，在”那“之后有很长时间的停顿，可以推测她的有些迟疑和不确定，情感偏向负面。；在文本中，字幕内容：“那，他会不会变成傻子呀？” 这句话可能是女性对右侧不在画面中的人物提出的一个问题或担忧。根据视频线索中女性微微皱眉和负面的面部表情，以及音频线索中低沉而缓慢的音调和迟疑不确定的语气，我们可以推断这句话表达了女性对某人可能变得愚蠢或者做出不明智的决定的担忧或忧虑。因此，这句话传达了一种负面的情感状态。；,"In the video, the screen shows a young woman indoors. In the video, she slightly furrows her brows, and her facial expression is somewhat negative. Her mouth moves slightly, indicating that she is seemingly having a conversation with someone on the right side of the frame, who is not visible. The specific emotions need to be analyzed in conjunction with additional context. In the audio, the tone is low and slow, with a long pause after ""that."" It can be inferred that she is hesitant and uncertain, leaning towards a negative emotion. In the text, the subtitle reads: ""So, will he become a fool?"" This sentence may be a question or concern raised by the woman to the person on the right side, who is not visible in the frame. Based on the slight furrowing of the woman's brows and her negative facial expression in the video clues, as well as the low and slow tone and hesitant and uncertain voice in the audio clues, we can infer that this sentence expresses the woman's worry or concern about someone potentially becoming foolish or making unwise decisions. Therefore, this sentence conveys a negative emotional state."
sample_00002783,在视频中，画面显示一位女士坐着，场景是室内。在视频开头，她的头部仰起，眼睛睁大，看向站立人物的方向。她的嘴巴微张，似乎正在说话或等待回应。在视频结尾处，镜头切换可以看到多出了一个站着并用手扶着腰的中年女人出现在开头角色的对面，她曲着腿扶着腰像是不舒服的样子，之前的角色依旧仰着头看她并保持着惊讶和关切的表情。综合起来，可以推测这段视频可能涉及一个紧急情况，年老的女士可能是出现了什么不适，而年轻的女士看到这个情况表现出紧张、惊讶、担忧其状况。；在音频中，语速较快。结合文本内容，表明了对婶婶情感状态的关注和担忧。；在文本中，字幕内容：“婶，你怎么了？” 这句话可能是年轻女士对年老女士的询问。根据视频线索中年轻女士的紧张、惊讶和担忧表情，以及音频线索中对婶婶情感状态的关注和担忧，我们可以推断这句话是出于关心和担心的口吻。因此，这句话表达了年轻女士对年老女士突发情况的关切和担心。；,"In the video, the scene shows a woman sitting indoors. At the beginning of the video, her head tilts back, her eyes widen, and she looks towards a standing person. Her mouth is slightly open, as if she is speaking or waiting for a response. Towards the end of the video, the camera angle changes to reveal another middle-aged woman standing opposite the initial character, supporting her waist with her hand. She appears to be uncomfortable, with her legs bent and supporting her waist. The previous character continues to look at her with a surprised and concerned expression. Overall, it can be inferred that this video may involve an emergency situation, where the elderly woman may be experiencing some discomfort, and the younger woman reacts with nervousness, surprise, and concern. In the audio, the speech is fast-paced. Combined with the text content, it indicates attention and concern for the aunt's emotional state. In the text, the subtitle reads: ""Aunt, what's wrong with you?"" This sentence is likely the young woman's inquiry to the elderly woman. Based on the young woman's nervous, surprised, and concerned expression in the video clues, as well as the audio clues focusing on the aunt's emotional state, we can infer that this sentence is spoken in a caring and worried tone. Therefore, this sentence expresses the young woman's concern and worry about the sudden situation of the elderly woman."
sample_00002785,在视频中，画面显示一位男士坐在一个装饰豪华的环境，他身穿正式的西装，领带整齐，这表明他可能是为了某个正式场合或者重要事件而打扮。在视频中，他微微皱着眉头。虽然带着笑容，但是笑容比较僵硬，感觉非常勉强。这可能表明他实际上并不真正开心或愉悦。；在音频中，无法判断人物情感状态；在文本中，字幕内容：“哼。” 这句话可能是男士在视频中发出的一种表达不满或者不悦的声音。根据视频线索中男士微微皱着眉头、笑容比较僵硬的表情，以及音频线索中无法判断人物情感状态，我们可以推断这句话可能带有一种不满或者不悦的情绪。男士可能对某件事情或者某个人感到不满意，因此发出了这样的声音。；,"In the video, the screen shows a man sitting in a luxuriously decorated environment. He is wearing a formal suit with a neatly tied tie, indicating that he may be dressed for a formal occasion or important event. In the video, he slightly furrows his brow. Although he has a smile on his face, the smile seems forced and not genuinely happy or pleased. This may indicate that he is actually not truly happy or joyful. In the audio, it is impossible to determine the character's emotional state. In the text, the subtitle says, ""Hmm."" This sentence may be an expression of dissatisfaction or displeasure made by the man in the video. Based on the visual clue of the man slightly furrowing his brow and the forced smile, as well as the audio clue of the indeterminable emotional state, we can infer that this sentence may carry a sense of dissatisfaction or displeasure. The man may be unhappy with something or someone, hence making such a sound."
sample_00002789,在视频中，画面显示一位男性角色，场景应该是室内。在开头的画面中，他的眉毛向上挑起并伴随着抬头纹，这通常表达了一种不满、怀疑、挑战或者不耐烦的情感状态，具体情感状态需要结合其他线索进行分析，但是情感状态是负面的。在接下来的画面中，他眉头紧皱，目光盯着对方，似乎是在生气地指责对方。；在音频中，语调具有攻击性。第一句话采用反问的语气，反应出对对方的不满，仿佛在质问对方。综合来看可以推测角色的情感状态是愤怒和不满。；在文本中，字幕内容：“你当我是要饭的呢，我没错为什么要走啊。” 这句话表达了男性角色的不满和愤怒情绪。根据视频线索中男性角色的眉毛向上挑起、抬头纹、眉头紧皱以及目光盯着对方的表现，可以推断他在生气地指责对方。同时，音频线索中的攻击性语调和反问的语气也表明了他的不满情绪。因此，这句话反映了男性角色的愤怒和不满情感状态。；,"Input: In the video, the screen shows a male character, and the scene should be indoors. In the opening shot, his eyebrows are raised and accompanied by forehead wrinkles, which usually express a negative emotional state of dissatisfaction, suspicion, challenge, or impatience. The specific emotional state needs to be analyzed in conjunction with other clues, but it is negative. In the following shots, his brows are furrowed, and his gaze is fixed on the other person, seemingly angrily accusing them. In the audio, the tone is aggressive. The first sentence is in a questioning tone, reflecting dissatisfaction with the other person, as if questioning them. Overall, it can be inferred that the character's emotional state is anger and dissatisfaction. In the text, the subtitle says, ""Do you think I'm begging? I did nothing wrong, why should I leave?"" This sentence expresses the male character's dissatisfaction and anger. Based on the visual clues of the male character's raised eyebrows, forehead wrinkles, furrowed brows, and fixed gaze on the other person, it can be inferred that he is angrily accusing the other person. At the same time, the aggressive tone and questioning tone in the audio also indicate his dissatisfaction. Therefore, this sentence reflects the male character's anger and dissatisfaction."
sample_00002958,在视频中，画面中出现一位女性角色，场景是室内。在视频开头，她嘴角向下，似乎在表达轻微的不快或者不满。在接下来的画面中，她目光直视对方，嘴部运动着，面部表情暗示她可能在经历一个不太愉快的对话。；在音频中，语气中带有愤怒的情感。；在文本中，字幕内容：“你一说这个，你一说这个我就生气了，我爸不是来了吗。” 这句话表达了女性角色的愤怒情绪。根据视频线索中女性角色嘴角向下、目光直视对方、面部表情暗示不太愉快的对话，以及音频线索中语气带有愤怒的情感，我们可以推断这句话是女性角色对对方的回应，她因为对方提到某个话题而感到生气。同时，她提到她的爸爸来了，可能是在强调对方的言论或行为与她爸爸有关，进一步加剧了她的愤怒情绪。；,"In the video, a female character appears in the frame, and the scene is indoors. At the beginning of the video, her mouth turns downwards, indicating slight displeasure or dissatisfaction. In the following shots, she maintains direct eye contact with the other person, her mouth moves, and her facial expression suggests that she may be having an unpleasant conversation. In the audio, there is an angry tone. In the text, the subtitle reads: ""When you mention this, I get angry. Didn't my dad come?"" This sentence expresses the female character's anger. Based on the video clues of the female character's downward mouth, direct eye contact, and facial expression indicating an unpleasant conversation, as well as the audio clue of an angry tone, we can infer that this sentence is the female character's response to the other person. She is angry because the other person mentioned a certain topic. At the same time, she mentions that her dad came, possibly emphasizing that the other person's words or actions are related to her dad, further intensifying her anger."
